//==============================================================================================================================================//																																																											
//	MuDevs.com                                                                                                                                  																																																										
//	Season: S20.2-1                                                                                                                             																																																										
//	Update: Apr/22/2025                                                                                                                         																																																										
//	Editor: OMEGA 																																																										
//==============================================================================================================================================//																																																											
//ID	Name	Lvl	Dmg	Mana	BP	Range	Delay	ReqEne	ReqStr	ReqDex	ReqComd	ReqVity	Element	TypeEle	UseType	Brand	KillCount	ReqStatus0	ReqStatus1	ReqStatus2	DW	DK	FE	MG	DL	SU	RF	GL	RW	SL	GC	KM	LM	IK	AL	Rank	Group	ReqMLevelPoint	Stamina	SD	Duration	IconNumber	SkillType	WeaponSkill	isDamage	BuffIndexTarget	Target	TargetArea	ObstacleTarget	ChasingWithinRange	Vehicle	CheckEquipment	DivisionStat0	DivisionValue0	DivisionStat1	DivisionValue1	ImprintValue	AddDamage	DamageClassification
239	"Doppelganger Tự Phát Nổ"	100	140	20	25	3	0	0	0	0	0	0	6	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
240	"Bắn Phép"	2	30	1	0	6	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	108	0	0	2	0	0	0	0	0	0	0	3	30	-1	-1	200	0	0
241	"Chim Sáng"	30	130	5	0	6	0	70	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	109	0	0	2	0	1	0	0	0	0	0	3	45	-1	-1	190	0	0
242	"Bạo Long"	50	140	30	0	6	0	680	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	110	0	0	2	0	0	0	0	0	0	0	3	60	-1	-1	190	0	0
243	"Bão Thương"	160	160	105	5	6	500	1160	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	111	0	0	2	1	1	0	0	0	0	0	3	60	-1	-1	150	1	0
244	"Khiên Phản Xạ"	77	0	70	22	6	0	408	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	112	1	0	0	343	3	0	0	0	0	0	-1	-1	-1	-1	100	0	0
245	"Bùng Nổ Marvel"	25	125	5	0	6	0	104	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	113	0	0	2	0	0	0	0	0	0	14	3	45	-1	-1	190	0	0
246	"Giải Phóng Marvel"	45	135	50	0	6	10000	700	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	114	0	0	2	0	1	0	0	0	0	14	3	60	-1	-1	100	0	0
247	"Lực Tối Thượng"	160	10	92	4	7	0	1073	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	115	0	0	2	0	0	0	0	0	0	14	3	60	-1	-1	150	1	0
248	"Khiên Phản Xạ (Phản Xạ)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	-1	-1	-1	100	0	0
249	"Tấn Công Ảo Ảnh"	50	300	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	80	-1	-1	100	1	0
260	"Đòn Kết Liễu"	0	0	9	0	2	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	1	1	0	0	0	1	0	0	0	4	200	-1	-1	155	0	0
261	"Thú Thượng Cước"	0	0	9	0	2	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	1	1	0	0	0	1	0	0	0	4	200	-1	-1	155	0	0
262	"Chuỗi Tấn Công"	150	0	15	20	4	700	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	1	0	0	0	1	0	0	7	-1	-1	-1	-1	105	0	0
263	"Bóng Tối"	180	0	70	0	5	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	1	0	1	0	0	0	0	0	2	100	-1	-1	115	0	0
264	"Gầm Rồng"	150	0	50	30	3	700	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	1	0	0	0	0	0	0	7	-1	-1	-1	-1	100	0	0
265	"Chém Rồng"	200	0	100	100	4	3000	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	1	0	0	0	0	0	0	7	-1	-1	-1	-1	100	0	0
266	"Bỏ Qua Phòng Thủ"	120	0	50	10	3	0	404	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	1	0	0	129	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
267	"Tăng Máu"	80	0	50	10	7	0	132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	1	0	0	130	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
268	"Tăng Đỡ Đòn"	50	0	50	10	7	0	80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	1	0	0	131	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
269	"Lao Tới"	0	90	20	15	4	0	0	0	0	0	0	0	1	0	75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	1	0	0	0	-1	-1	-1	-1	100	0	0
270	"Bắn Phượng Hoàng"	0	0	30	0	4	1200	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	1	1	0	0	0	0	0	0	0	4	200	-1	-1	125	0	0
271	"Bước Xoay"	83	100	12	0	2	500	0	0	150	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	1	0	0	0	0	0	0	4	2	-1	-1	-1	100	0	0
272	"Khiên Tròn"	220	0	100	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	272	1	0	0	216	2	0	0	0	0	8	2	-1	-1	-1	100	0	0
273	"Hắc Diện Thạch"	74	0	50	50	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	273	1	0	0	217	3	0	0	0	0	0	1	-1	-1	-1	100	0	0
274	"Kim Phép"	30	80	5	3	2	500	0	200	200	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	1	0	0	0	0	0	0	4	2	100	-1	-1	100	0	0
275	"Đối Đầu"	0	50	50	50	6	10000	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	100	0	0
276	"Đòn Tàn Bạo"	74	100	12	0	3	500	0	150	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	1	0	0	0	0	0	0	4	1	30	-1	-1	110	0	0
277	"Đỉnh Sáng"	92	50	8	5	4	0	0	600	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	1	0	0	0	0	0	0	4	1	1	1	5	110	0	0
278	"Cuồng Nộ"	66	0	40	30	0	0	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	278	1	0	0	424	2	0	0	0	0	0	2	-1	-1	-1	100	0	0
279	"Phá Vỡ"	300	230	15	6	5	0	0	300	300	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	1	0	1	0	0	0	0	4	1	100	-1	-1	110	0	0
280	"Vụ Nổ"	0	50	0	0	2	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	110	0	0
281	"Nổ Kim Phép"	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
282	"Móc Linh Hồn"	180	255	27	21	3	0	0	0	0	0	1480	6	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	1	0	0	0	1	0	0	7	4	10	-1	-1	105	1	0
283	"Mũi Tên Phép"	50	10	5	0	8	0	60	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	2	0	1	0	0	0	0	9	3	500	-1	-1	100	0	0
284	"Cầu Plasma"	130	40	120	35	8	4000	300	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	2	0	1	0	0	0	0	9	3	200	-1	-1	110	0	0
285	"Bão Sét"	160	300	80	7	8	0	1080	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	2	0	1	0	0	0	0	9	3	100	-1	-1	115	1	0
286	"Bùng Phát"	200	0	50	0	0	120000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	82	1	0	0	293	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
287	"Tăng Tốc"	400	0	0	50	0	120000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	83	1	0	0	294	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
288	"Lưỡi Hái Tử Thần"	85	75	120	20	6	0	930	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	3	306	1	0	2	0	0	11	3	150	-1	-1	125	1	0
289	"Bóng Tối"	83	0	100	50	5	5000	300	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	1	0	0	301	2	1	0	1	0	11	-1	-1	-1	-1	100	0	0
291	"Kỹ Năng Quái Tinh Nhuệ"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	-1	-1	-1	100	0	0
292	"Quán Tính Kiếm"	30	10	5	0	6	0	0	50	100	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	86	0	0	1	0	1	0	0	0	0	2	2	150	-1	-1	100	0	0
293	"Bầy Dơi"	150	90	20	5	6	0	0	100	380	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	87	0	0	1	0	1	0	0	0	0	0	2	150	-1	-1	100	0	0
294	"Đòn Xuyên"	160	170	30	10	6	0	0	300	1100	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	88	0	0	1	0	0	0	0	0	0	2	2	150	-1	-1	120	1	0
295	"Phát Hiện"	350	0	100	100	0	5000	0	0	800	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	89	1	0	0	316	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
297	"Phá Hủy"	400	0	50	0	0	60000	0	0	1450	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	90	1	0	0	317	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
298	"Phúc Lành Kinh Nghiệm"	50	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	106	1	0	0	377	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
300	"Giảm Độ Bền (1)"	0	37	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
301	"Tăng Tỷ Lệ Phòng Thủ PvP"	0	12	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
302	"Tăng SD Tối Đa"	0	13	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	2	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
303	"Tăng Hồi Mana Tự Động"	0	7	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	2	4	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
304	"Tăng Kháng Độc"	0	1	0	0	0	0	0	0	0	0	0	6	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	0	0	0	3	0	2	5	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
305	"Giảm Độ Bền (2)"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	6	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
306	"Tăng Tốc Độ Hồi SD"	0	1	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	7	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
307	"Tăng Hồi HP Tự Động"	0	1	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	8	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
308	"Tăng Kháng Sét"	0	1	0	0	0	0	0	0	0	0	0	6	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	0	0	0	3	0	3	9	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
309	"Tăng Phòng Thủ"	0	16	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	4	10	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
310	"Tăng Hồi AG Tự Động"	0	1	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	4	11	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
311	"Tăng Kháng Băng"	0	1	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	0	0	0	3	0	4	12	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
312	"Giảm Độ Bền (3)"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	5	13	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
313	"Tăng Tỷ Lệ Phòng Thủ Thành Công"	0	1	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	5	14	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
314	"Kích Hoạt Bất Tử"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	0	0	0	3	0	6	15	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
315	"Tăng Thưởng Set Giáp"	0	3	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	6	16	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
316	"Báo Thù"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	6	17	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
317	"Tăng Năng Lượng"	0	40	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	0	3	3	3	3	7	18	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
318	"Tăng Thể Lực"	0	40	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	0	3	3	3	3	7	19	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
319	"Tăng Nhanh Nhẹn"	0	40	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	0	3	3	3	3	7	20	1	0	0	0	19	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
320	"Tăng Sức Mạnh"	0	40	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	0	3	3	3	3	7	21	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
321	"Tăng Hấp Thụ Cánh Bão"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	22	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
322	"Tăng Phòng Thủ Cánh Bão"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	23	1	0	0	0	22	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
323	"Phòng Thủ Sắt"	0	1	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	6	15	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
324	"Tăng Tấn Công Cánh Bão"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	35	1	0	0	0	24	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
325	"Tăng Tỷ Lệ Đánh Trúng"	0	13	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	1	36	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
326	"Cường Hóa Cyclone"	0	4	9	0	2	0	0	0	0	0	0	6	0	4	22	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	2	37	1	0	0	0	26	0	1	1	0	0	0	0	0	0	0	1	30	-1	-1	165	0	0
327	"Cường Hóa Slash"	0	40	10	0	2	0	0	0	0	0	0	6	0	4	23	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	2	38	1	0	0	0	27	0	1	1	0	0	0	0	0	0	0	1	30	-1	-1	185	0	0
328	"Cường Hóa Falling Slash"	0	17	9	0	3	0	0	0	0	0	0	6	0	4	19	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	39	1	0	0	0	28	0	1	1	0	0	0	0	0	0	0	1	30	-1	-1	180	0	0
329	"Cường Hóa Lunge"	0	17	9	0	2	0	0	0	0	0	0	6	0	4	20	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	2	40	1	0	0	0	29	0	1	1	0	0	0	0	0	0	0	1	30	-1	-1	170	0	0
330	"Cường Hóa Twisting Slash"	0	40	10	10	2	0	0	0	0	0	0	6	0	4	41	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	41	1	0	0	0	30	0	0	1	0	1	1	0	1	0	2	1	40	-1	-1	150	0	0
331	"Cường Hóa Anger Blow"	170	22	25	22	3	0	0	0	0	0	0	6	0	4	42	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	42	1	0	0	0	31	0	0	1	0	1	0	2	1	0	2	1	150	-1	-1	125	0	0
332	"Tinh Thông Twisting Slash"	0	1	22	20	2	0	0	0	0	0	0	6	0	4	330	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	41	1	0	0	0	32	0	0	0	0	1	1	0	1	0	0	1	40	-1	-1	150	0	0
333	"Tinh Thông Anger Blow"	170	1	50	30	3	0	0	0	0	0	0	6	0	4	331	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42	1	0	0	0	33	0	0	0	0	1	0	2	1	0	2	1	150	-1	-1	125	0	0
334	"Tăng Máu Tối Đa"	0	9	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	4	43	1	0	0	0	34	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
335	"Tinh Thông Vũ Khí"	0	22	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	3	0	3	44	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
336	"Cường Hóa Death Stab"	160	22	15	13	4	0	0	0	0	0	0	6	0	4	43	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	45	1	0	0	0	36	0	0	1	0	0	0	0	0	0	2	1	150	-1	-1	105	0	0
338	"Tăng Mana Tối Đa"	0	9	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	5	47	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
339	"Thành Thạo Death Stab"	160	22	30	26	4	0	0	0	0	0	0	6	0	4	336	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	45	1	0	0	0	39	0	0	0	0	0	0	0	0	0	2	1	150	-1	-1	105	0	0
340	"Thành Thạo Strike of Destruction"	100	22	30	24	5	0	0	0	0	0	0	6	0	4	337	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	46	1	0	0	0	40	0	0	0	0	1	0	2	1	0	2	1	150	-1	-1	135	0	0
341	"Tăng AG Tối Đa"	0	8	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	6	48	1	0	0	0	41	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
342	"Tinh Thông Death Stab"	160	7	30	26	4	0	0	0	0	0	0	6	0	4	339	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	45	1	0	0	0	42	0	0	0	0	0	0	0	0	0	2	1	150	-1	-1	105	0	0
343	"Tinh Thông Strike of Destruction"	100	22	30	24	5	0	0	0	0	0	0	6	0	4	340	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	46	1	0	0	0	43	0	0	0	0	1	0	2	1	0	2	1	150	-1	-1	135	0	0
344	"Bão Máu"	0	25	87	29	3	5000	0	0	0	0	0	6	0	4	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	8	49	10	0	0	0	44	0	0	0	0	1	0	2	1	0	2	1	200	-1	-1	138	0	0
345	"Cường Hóa Combo"	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	50	1	0	0	0	45	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
346	"Cường Hóa Bão Máu"	0	5	95	31	3	3000	0	0	0	0	0	6	0	4	344	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	9	49	1	0	0	0	46	0	0	1	0	1	0	2	1	0	2	1	200	-1	-1	138	0	0
347	"Tỷ Lệ Tấn Công"	0	14	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	1	51	1	0	0	0	47	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
348	"Cường Hóa Kiếm 2 Tay"	0	42	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	2	52	1	0	0	0	48	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
349	"Cường Hóa Kiếm 1 Tay"	0	22	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	2	53	1	0	0	0	49	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
350	"Cường Hóa Chùy"	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	54	1	0	0	0	50	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
351	"Cường Hóa Thương"	0	41	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	55	1	0	0	0	51	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
